source	target	weight	roles
u_11	e_112	1	voter
u_11	e_113	1	voter
u_11	e_154	1	voter
u_11	e_193	1	voter
u_11	e_199	1	voter
u_11	e_214	1	voter
u_11	e_225	1	voter
u_11	e_253	1	voter
u_11	e_254	1	voter
u_11	e_265	1	voter
u_11	e_342	1	voter
u_11	e_343	1	voter
u_11	e_351	1	voter
u_11	e_389	1	voter
u_11	e_392	1	voter
u_11	e_394	1	voter
u_11	e_397	1	voter
u_11	e_412	1	voter
u_11	e_430	1	voter
u_11	e_446	1	voter
u_11	e_460	1	voter
u_11	e_504	1	voter
u_11	e_521	1	voter
u_11	e_543	1	voter
u_11	e_553	1	voter
u_11	e_570	1	voter
u_11	e_585	1	voter
u_11	e_588	1	voter
u_11	e_589	1	voter
u_11	e_592	1	voter
u_11	e_595	1	voter
u_11	e_602	1	voter
u_11	e_616	1	voter
u_11	e_618	1	voter
u_11	e_627	1	voter
u_11	e_628	1	voter
u_11	e_641	1	voter
u_11	e_642	1	voter
u_11	e_643	1	voter
u_11	e_645	1	voter
u_11	e_649	1	voter
u_11	e_656	1	voter
u_11	e_682	1	voter
u_11	e_686	1	voter
u_11	e_689	1	voter
u_11	e_693	1	voter
u_11	e_700	1	voter
u_11	e_717	1	voter
u_11	e_751	1	voter
u_11	e_767	1	voter
u_11	e_774	1	voter
u_11	e_776	1	voter
u_11	e_780	1	voter
u_11	e_784	1	voter
u_11	e_785	1	voter
u_11	e_788	1	voter
u_11	e_789	1	voter
u_11	e_801	1	voter
u_11	e_812	1	voter
u_11	e_816	1	voter
u_11	e_817	1	voter
u_11	e_830	1	voter
u_11	e_833	1	voter
u_11	e_839	1	voter
u_11	e_841	1	voter
u_11	e_851	1	voter
u_11	e_856	1	voter
u_11	e_862	1	voter
u_11	e_863	1	voter
u_11	e_865	1	voter
u_11	e_874	1	voter
u_11	e_883	1	voter
u_11	e_993	1	voter
u_11	e_1105	1	voter
u_11	e_1147	1	voter
u_11	e_1151	1	voter
u_11	e_1158	1	voter
u_11	e_1169	1	voter
u_11	e_1170	1	voter
u_11	e_1173	1	voter
u_11	e_1175	1	voter
u_11	e_1176	1	voter
u_11	e_1177	1	voter
u_11	e_1182	1	voter
u_11	e_1186	1	voter
u_11	e_1189	1	voter
u_11	e_1193	1	voter
u_11	e_1204	1	voter
u_11	e_1205	1	voter
u_11	e_1209	1	voter
u_11	e_1212	1	voter
u_11	e_1214	1	voter
u_11	e_1215	1	voter
u_11	e_1217	1	voter
u_11	e_1219	1	voter
u_11	e_1220	1	voter
u_11	e_1224	1	voter
u_11	e_1230	1	voter
u_11	e_1232	1	voter
u_11	e_1234	1	voter
u_11	e_1236	1	voter
u_11	e_1239	1	voter
u_11	e_1240	1	voter
u_11	e_1241	1	voter
u_11	e_1247	1	voter
u_11	e_1251	1	voter
u_11	e_1252	1	voter
u_11	e_1254	1	voter
u_11	e_1256	1	voter
u_11	e_1263	1	voter
u_11	e_1264	1	voter
u_11	e_1265	1	voter
u_11	e_1268	1	voter
u_11	e_1270	1	voter
u_11	e_1275	1	voter
u_11	e_1276	1	voter
u_11	e_1278	1	voter
u_11	e_1291	1	voter
u_11	e_1293	1	voter
u_11	e_1294	1	voter
u_11	e_1298	1	voter
u_11	e_1299	1	voter
u_11	e_1301	1	voter
u_11	e_1306	1	voter
u_11	e_1307	1	voter
u_11	e_1309	1	voter
u_11	e_1310	1	voter
u_11	e_1315	1	voter
u_11	e_1318	1	voter
u_11	e_1319	1	voter
u_11	e_1324	1	voter
u_11	e_1327	1	voter
u_11	e_1328	1	voter
u_11	e_1331	1	voter
u_11	e_1333	1	voter
u_11	e_1334	1	voter
u_11	e_1339	1	voter
u_11	e_1340	1	voter
u_11	e_1343	1	voter
u_11	e_1345	1	voter
u_11	e_1348	1	voter
u_11	e_1350	1	voter
u_11	e_1352	1	voter
u_11	e_1355	1	voter
u_11	e_1358	1	voter
u_11	e_1359	1	voter
u_11	e_1366	1	voter
u_11	e_1368	1	voter
u_11	e_1373	1	voter
u_11	e_1380	1	voter
u_11	e_1385	1	voter
u_11	e_1394	1	voter
u_11	e_1399	1	voter
u_11	e_1401	1	voter
u_11	e_1403	1	voter
u_11	e_1405	1	voter
u_11	e_1409	1	voter
u_11	e_1413	1	voter
u_11	e_1414	1	voter
u_11	e_1416	1	voter
u_11	e_1420	1	voter
u_11	e_1430	1	voter
u_11	e_1435	1	voter
u_11	e_1444	1	voter
u_11	e_1447	1	voter
u_11	e_1458	1	voter
u_11	e_1463	1	voter
u_11	e_1467	1	voter
u_11	e_1470	1	voter
u_11	e_1471	1	voter
u_11	e_1473	1	voter
u_11	e_1477	1	voter
u_11	e_1482	1	voter
u_11	e_1486	1	voter
u_11	e_1487	1	voter
u_11	e_1495	1	voter
u_11	e_1498	1	voter
u_11	e_1501	1	voter
u_11	e_1502	1	voter
u_11	e_1508	1	voter
u_11	e_1509	1	voter
u_11	e_1511	1	voter
u_11	e_1517	1	voter
u_11	e_1523	1	voter
u_11	e_1526	1	voter
u_11	e_1535	1	voter
u_11	e_1537	1	voter
u_11	e_1544	1	voter
u_11	e_1548	1	voter
u_11	e_1554	1	voter
u_11	e_1555	1	voter
u_11	e_1558	1	voter
u_11	e_1568	1	voter
u_11	e_1581	1	voter
u_11	e_1584	1	voter
u_11	e_1585	1	voter
u_11	e_1589	1	voter
u_11	e_1594	1	voter
u_11	e_1598	1	voter
u_11	e_1599	1	voter
u_11	e_1601	1	voter
u_11	e_1603	1	voter
u_11	e_1604	1	voter
u_11	e_1608	1	voter
u_11	e_1609	1	voter
u_11	e_1610	1	voter
u_11	e_1612	1	voter
u_11	e_1616	1	voter
u_11	e_1619	1	voter
u_11	e_1625	1	voter
u_11	e_1630	1	voter
u_11	e_1989	1	voter
u_11	e_2086	1	voter
u_11	e_2175	1	voter
u_11	e_2182	1	voter
u_11	e_2199	1	voter
u_12	e_26	1	voter
u_12	e_154	1	voter
u_12	e_193	1	voter
u_12	e_342	1	voter
u_12	e_389	1	voter
u_12	e_397	1	voter
u_12	e_430	1	voter
u_12	e_643	1	voter
u_12	e_891	1	voter
u_12	e_917	1	voter
u_12	e_974	1	voter
u_12	e_1071	1	voter
u_12	e_1170	1	voter
u_12	e_1334	1	voter
u_12	e_1818	1	voter
u_14	e_26	1	voter
u_14	e_29	1	voter
u_14	e_112	1	voter
u_14	e_113	1	voter
u_14	e_154	1	voter
u_14	e_305	1	voter
u_14	e_315	1	voter
u_14	e_321	1	voter
u_14	e_397	1	voter
u_14	e_570	1	voter
u_14	e_589	1	voter
u_14	e_595	1	voter
u_14	e_616	1	voter
u_14	e_627	1	voter
u_14	e_628	1	voter
u_14	e_649	1	voter
u_14	e_767	1	voter
u_14	e_784	1	voter
u_14	e_801	1	voter
u_14	e_812	1	voter
u_14	e_830	1	voter
u_14	e_839	1	voter
u_14	e_1111	1	voter
u_14	e_1268	1	voter
u_14	e_1293	1	voter
u_14	e_1298	1	voter
u_14	e_1307	1	voter
u_14	e_1310	1	voter
u_14	e_1315	1	voter
u_14	e_1324	1	voter
u_14	e_1339	1	voter
u_14	e_1343	1	voter
u_14	e_1350	1	voter
u_14	e_1368	1	voter
u_14	e_1657	1	voter
u_29	e_26	1	voter
u_29	e_29	1	voter
u_29	e_112	1	voter
u_29	e_113	1	voter
u_29	e_154	1	voter
u_29	e_193	1	voter
u_29	e_199	1	voter
u_29	e_225	1	voter
u_29	e_253	1	voter
u_29	e_254	1	voter
u_29	e_265	1	voter
u_29	e_287	1	voter
u_29	e_295	1	voter
u_29	e_305	1	voter
u_29	e_311	1	voter
u_29	e_315	1	voter
u_29	e_397	1	voter
u_29	e_649	1	voter
u_29	e_693	1	voter
u_29	e_776	1	voter
u_29	e_1264	1	voter
u_29	e_1276	1	voter
u_29	e_1294	1	voter
u_29	e_1295	1	voter
u_29	e_1298	1	voter
u_29	e_1488	1	voter
u_29	e_2305	1	voter
u_29	e_2383	1	voter
u_20	e_112	1	voter
u_20	e_113	1	voter
u_20	e_154	1	voter
u_20	e_193	1	voter
u_20	e_199	1	voter
u_20	e_265	1	voter
u_20	e_351	1	voter
u_20	e_389	1	voter
u_20	e_446	1	voter
u_20	e_592	1	voter
u_20	e_616	1	voter
u_20	e_627	1	voter
u_20	e_628	1	voter
u_20	e_643	1	voter
u_20	e_656	1	voter
u_20	e_682	1	voter
u_20	e_865	1	voter
u_20	e_917	1	voter
u_20	e_935	1	voter
u_20	e_938	1	voter
u_20	e_993	1	voter
u_20	e_1071	1	voter
u_20	e_1102	1	voter
u_20	e_1149	1	voter
u_20	e_1150	1	voter
u_20	e_1177	1	voter
u_20	e_1234	1	voter
u_20	e_1298	1	voter
u_20	e_1315	1	voter
u_20	e_1343	1	voter
u_20	e_1368	1	voter
u_20	e_1726	1	voter
u_20	e_1763	1	voter
u_20	e_1853	1	voter
u_20	e_1863	1	voter
u_20	e_1922	1	voter
u_20	e_1997	1	voter
u_20	e_2035	1	voter
u_20	e_2146	1	voter
u_20	e_2211	1	voter
u_20	e_2241	1	voter
u_20	e_2305	1	voter
u_21	e_112	1	voter
u_21	e_253	1	voter
u_21	e_254	1	voter
u_21	e_265	1	voter
u_21	e_287	1	voter
u_21	e_389	1	voter
u_21	e_392	1	voter
u_21	e_460	1	voter
u_21	e_830	1	voter
u_21	e_856	1	voter
u_21	e_862	1	voter
u_21	e_902	1	voter
u_21	e_1186	1	voter
u_21	e_1234	1	voter
u_23	e_26	1	voter
u_23	e_113	1	voter
u_23	e_154	1	voter
u_23	e_225	1	voter
u_23	e_305	1	voter
u_23	e_321	1	voter
u_23	e_389	1	voter
u_24	e_26	1	voter
u_24	e_29	1	voter
u_24	e_193	1	voter
u_24	e_199	1	voter
u_24	e_214	1	voter
u_24	e_265	1	voter
u_24	e_305	1	voter
u_24	e_311	1	voter
u_24	e_315	1	voter
u_24	e_321	1	voter
u_24	e_342	1	voter
u_24	e_389	1	voter
u_24	e_392	1	voter
u_24	e_394	1	voter
u_24	e_397	1	voter
u_24	e_460	1	voter
u_24	e_521	1	voter
u_24	e_589	1	voter
u_24	e_595	1	voter
u_24	e_602	1	voter
u_24	e_616	1	voter
u_24	e_618	1	voter
u_24	e_627	1	voter
u_24	e_628	1	voter
u_24	e_641	1	voter
u_24	e_645	1	voter
u_24	e_656	1	voter
u_24	e_682	1	voter
u_24	e_693	1	voter
u_24	e_700	1	voter
u_24	e_774	1	voter
u_24	e_776	1	voter
u_24	e_784	1	voter
u_24	e_785	1	voter
u_24	e_812	1	voter
u_24	e_816	1	voter
u_24	e_817	1	voter
u_24	e_818	1	voter
u_24	e_830	1	voter
u_24	e_874	1	voter
u_24	e_913	1	voter
u_24	e_916	1	voter
u_24	e_936	1	voter
u_24	e_945	1	voter
u_24	e_956	1	voter
u_24	e_960	1	voter
u_24	e_987	1	voter
u_24	e_988	1	voter
u_24	e_989	1	voter
u_24	e_991	1	voter
u_24	e_993	1	voter
u_24	e_999	1	voter
u_24	e_1004	1	voter
u_24	e_1005	1	voter
u_24	e_1006	1	voter
u_24	e_1011	1	voter
u_24	e_1024	1	voter
u_24	e_1027	1	voter
u_24	e_1028	1	voter
u_24	e_1029	1	voter
u_24	e_1045	1	voter
u_24	e_1075	1	voter
u_24	e_1076	1	voter
u_24	e_1078	1	voter
u_24	e_1090	1	voter
u_24	e_1100	1	voter
u_24	e_1113	1	voter
u_24	e_1117	1	voter
u_24	e_1121	1	voter
u_24	e_1129	1	voter
u_24	e_1170	1	voter
u_24	e_1189	1	voter
u_24	e_1230	1	voter
u_24	e_1234	1	voter
u_24	e_1236	1	voter
u_24	e_1241	1	voter
u_24	e_1252	1	voter
u_24	e_1265	1	voter
u_24	e_1268	1	voter
u_24	e_1306	1	voter
u_24	e_1324	1	voter
u_24	e_1328	1	voter
u_24	e_1350	1	voter
u_24	e_1358	1	voter
u_24	e_1366	1	voter
u_24	e_1380	1	voter
u_24	e_1401	1	voter
u_24	e_1405	1	voter
u_24	e_1413	1	voter
u_24	e_1416	1	voter
u_24	e_1420	1	voter
u_24	e_1458	1	voter
u_24	e_1470	1	voter
u_24	e_1498	1	voter
u_24	e_1508	1	voter
u_24	e_1511	1	voter
u_24	e_1523	1	voter
u_24	e_1526	1	voter
u_24	e_1535	1	voter
u_24	e_1537	1	voter
u_24	e_1548	1	voter
u_24	e_1562	1	voter
u_24	e_1568	1	voter
u_24	e_1578	1	voter
u_24	e_1581	1	voter
u_24	e_1584	1	voter
u_24	e_1589	1	voter
u_24	e_1599	1	voter
u_24	e_1601	1	voter
u_24	e_1613	1	voter
u_24	e_1694	1	voter
u_24	e_1695	1	voter
u_24	e_1700	1	voter
u_24	e_1707	1	voter
u_24	e_1716	1	voter
u_24	e_1720	1	voter
u_24	e_1755	1	voter
u_24	e_1763	1	voter
u_24	e_1767	1	voter
u_24	e_1784	1	voter
u_24	e_1818	1	voter
u_24	e_1841	1	voter
u_24	e_1849	1	voter
u_24	e_1903	1	voter
u_24	e_1919	1	voter
u_24	e_1934	1	voter
u_24	e_1938	1	voter
u_24	e_1939	1	voter
u_24	e_1989	1	voter
u_24	e_1997	1	voter
u_24	e_2086	1	voter
u_24	e_2148	1	voter
u_24	e_2150	1	voter
u_24	e_2199	1	voter
u_24	e_2211	1	voter
u_24	e_2226	1	voter
u_24	e_2229	1	voter
u_24	e_2232	1	voter
u_24	e_2236	1	voter
u_24	e_2238	1	voter
u_24	e_2241	1	voter
u_24	e_2279	1	voter
u_36	e_29	1	voter
u_36	e_113	1	voter
u_36	e_154	1	voter
u_36	e_199	1	voter
u_36	e_214	1	voter
u_36	e_253	1	voter
u_36	e_254	1	voter
u_36	e_265	1	voter
u_36	e_295	1	voter
u_36	e_315	1	voter
u_36	e_321	1	voter
u_36	e_342	1	voter
u_36	e_343	1	voter
u_36	e_351	1	voter
u_36	e_389	1	voter
u_36	e_392	1	voter
u_36	e_394	1	voter
u_36	e_412	1	voter
u_36	e_521	1	voter
u_36	e_589	1	voter
u_36	e_616	1	voter
u_36	e_649	1	voter
u_36	e_656	1	voter
u_36	e_682	1	voter
u_36	e_700	1	voter
u_36	e_776	1	voter
u_36	e_784	1	voter
u_36	e_816	1	voter
u_36	e_818	1	voter
u_36	e_830	1	voter
u_36	e_833	1	voter
u_36	e_856	1	voter
u_36	e_905	1	voter
u_36	e_920	1	voter
u_36	e_982	1	voter
u_36	e_987	1	voter
u_36	e_993	1	voter
u_36	e_1004	1	voter
u_36	e_1005	1	voter
u_36	e_1038	1	voter
u_36	e_1052	1	voter
u_36	e_1064	1	voter
u_36	e_1074	1	voter
u_36	e_1096	1	voter
u_36	e_1106	1	voter
u_36	e_1117	1	voter
u_36	e_1133	1	voter
u_36	e_1158	1	voter
u_36	e_1170	1	voter
u_36	e_1175	1	voter
u_36	e_1182	1	voter
u_36	e_1234	1	voter
u_36	e_1252	1	voter
u_36	e_1270	1	voter
u_36	e_1291	1	voter
u_36	e_1293	1	voter
u_36	e_1298	1	voter
u_36	e_1306	1	voter
u_36	e_1324	1	voter
u_36	e_1327	1	voter
u_36	e_1350	1	voter
u_36	e_1359	1	voter
u_36	e_1401	1	voter
u_36	e_1444	1	voter
u_36	e_1447	1	voter
u_36	e_1470	1	voter
u_36	e_1487	1	voter
u_36	e_1511	1	voter
u_36	e_1517	1	voter
u_36	e_1537	1	voter
u_36	e_1568	1	voter
u_36	e_1601	1	voter
u_36	e_1616	1	voter
u_36	e_1625	1	voter
u_36	e_1716	1	voter
u_36	e_1760	1	voter
u_36	e_1763	1	voter
u_36	e_1814	1	voter
u_36	e_1826	1	voter
u_36	e_1863	1	voter
u_36	e_1880	1	voter
u_36	e_1919	1	voter
u_36	e_1989	1	voter
u_36	e_2041	1	voter
u_36	e_2046	1	voter
u_36	e_2071	1	voter
u_36	e_2075	1	voter
u_36	e_2084	1	voter
u_36	e_2086	1	voter
u_36	e_2089	1	voter
u_36	e_2138	1	voter
u_36	e_2150	1	voter
u_36	e_2211	1	voter
u_36	e_2274	1	voter
u_36	e_2279	1	voter
u_36	e_2303	1	voter
u_36	e_2324	1	voter
u_36	e_2445	1	voter
u_36	e_2482	1	voter
u_36	e_2520	1	voter
u_36	e_2594	1	voter
u_36	e_2634	1	voter
u_36	e_2683	1	voter
u_36	e_2717	1	voter
u_36	e_2736	1	voter
u_36	e_2744	1	voter
u_35	e_26	1	voter
u_35	e_295	1	voter
u_35	e_311	1	voter
u_35	e_389	1	voter
u_35	e_392	1	candidate
u_35	e_394	1	voter
u_35	e_397	1	voter
u_35	e_412	1	voter
u_35	e_430	1	voter
u_35	e_460	1	voter
u_42	e_26	1	voter
u_42	e_29	1	voter
u_42	e_112	1	voter
u_42	e_113	1	voter
u_42	e_193	1	voter
u_42	e_214	1	voter
u_42	e_265	1	voter
u_42	e_295	1	voter
u_42	e_305	1	voter
u_42	e_315	1	voter
u_42	e_321	1	voter
u_42	e_389	1	voter
u_42	e_397	1	voter
u_42	e_430	1	voter
u_42	e_595	1	voter
u_42	e_618	1	voter
u_42	e_643	1	voter
u_42	e_682	1	voter
u_42	e_717	1	voter
u_42	e_817	1	voter
u_42	e_993	1	voter
u_42	e_1045	1	voter
u_42	e_1078	1	voter
u_42	e_1219	2	nominator,voter
u_42	e_1350	1	voter
u_42	e_1498	1	voter
u_42	e_1511	1	voter
u_42	e_1853	1	voter
u_42	e_2071	1	voter
u_42	e_2076	1	voter
u_42	e_2199	1	voter
u_47	e_26	1	voter
u_47	e_29	1	voter
u_47	e_113	1	voter
u_47	e_154	1	voter
u_47	e_193	1	voter
u_47	e_287	1	voter
u_47	e_311	1	voter
u_47	e_315	1	voter
u_47	e_342	1	voter
u_47	e_343	1	voter
u_47	e_592	1	voter
u_47	e_595	1	voter
u_47	e_616	1	voter
u_47	e_627	1	voter
u_47	e_643	1	voter
u_47	e_649	1	voter
u_47	e_682	1	voter
u_47	e_700	1	voter
u_47	e_774	1	voter
u_47	e_776	1	voter
u_47	e_780	1	voter
u_47	e_801	1	voter
u_47	e_816	1	voter
u_47	e_818	1	voter
u_47	e_891	1	voter
u_47	e_913	1	voter
u_47	e_917	1	voter
u_47	e_920	1	voter
u_47	e_938	1	voter
u_47	e_974	1	voter
u_47	e_993	1	voter
u_47	e_1175	1	voter
u_47	e_1208	1	voter
u_47	e_1247	1	voter
u_47	e_1291	1	voter
u_47	e_1294	1	voter
u_47	e_1295	1	voter
u_47	e_1298	1	voter
u_47	e_1324	1	voter
u_47	e_1331	1	voter
u_47	e_1352	1	voter
u_47	e_1368	1	voter
u_47	e_1401	1	voter
u_47	e_1507	1	voter
u_47	e_1511	1	voter
u_47	e_1716	1	voter
u_47	e_1725	1	voter
u_47	e_2148	1	voter
u_47	e_2305	1	voter
u_47	e_2329	1	voter
u_55	e_26	1	voter
u_55	e_29	1	voter
u_55	e_112	1	voter
u_55	e_113	1	candidate
u_55	e_253	1	voter
u_55	e_254	1	voter
u_55	e_265	1	voter
u_55	e_311	1	voter
u_55	e_315	1	voter
u_55	e_321	1	voter
u_59	e_26	1	voter
u_59	e_29	1	voter
u_59	e_199	1	voter
u_59	e_254	1	voter
u_59	e_430	1	voter
u_59	e_492	1	voter
u_59	e_602	1	voter
u_59	e_618	1	voter
u_59	e_774	1	voter
u_59	e_780	1	voter
u_59	e_784	1	voter
u_59	e_785	1	voter
u_59	e_920	1	voter
u_59	e_922	1	voter
u_59	e_935	1	voter
u_59	e_936	1	voter
u_59	e_938	1	voter
u_59	e_944	1	voter
u_59	e_945	1	voter
u_59	e_987	1	voter
u_59	e_1004	1	voter
u_59	e_1007	1	voter
u_59	e_1011	1	voter
u_59	e_1075	1	voter
u_59	e_1078	1	voter
u_59	e_1106	1	voter
u_59	e_1117	1	voter
u_59	e_1186	1	voter
u_59	e_1193	1	voter
u_59	e_1989	1	voter
u_71	e_112	1	voter
u_71	e_113	1	voter
u_71	e_199	1	voter
u_71	e_253	1	voter
u_71	e_254	1	voter
u_71	e_287	1	voter
u_71	e_389	1	voter
u_71	e_392	1	voter
u_71	e_504	1	voter
u_71	e_592	1	voter
u_71	e_616	1	voter
u_71	e_627	1	voter
u_71	e_656	1	voter
u_71	e_818	1	voter
u_71	e_874	1	voter
u_71	e_891	1	voter
u_71	e_917	1	voter
u_71	e_944	1	voter
u_71	e_987	1	voter
u_71	e_1009	1	voter
u_71	e_1105	1	voter
u_71	e_1170	1	voter
u_71	e_1204	1	voter
u_71	e_1224	1	voter
u_71	e_1256	1	voter
u_71	e_1263	1	voter
u_71	e_1264	1	voter
u_71	e_1275	1	voter
u_71	e_1293	1	voter
u_71	e_1306	1	voter
u_71	e_1414	1	voter
u_71	e_1430	1	voter
u_71	e_1502	1	voter
u_71	e_1507	1	voter
u_71	e_1511	1	voter
u_71	e_1544	1	voter
u_71	e_1551	1	voter
u_71	e_1585	1	voter
u_71	e_1725	1	voter
u_71	e_1726	1	voter
u_71	e_1728	1	voter
u_71	e_1784	1	voter
u_71	e_2036	1	voter
u_71	e_2148	1	voter
u_71	e_2211	1	voter
u_71	e_2336	1	voter
u_71	e_2503	1	voter
u_71	e_2595	1	voter
u_71	e_2610	1	voter
u_71	e_2630	1	voter
u_71	e_2718	1	voter
u_-1	e_26	1	nominator
u_-1	e_29	1	nominator
u_-1	e_112	1	nominator
u_-1	e_193	1	nominator
u_-1	e_225	1	nominator
u_-1	e_305	1	nominator
u_-1	e_311	1	nominator
u_-1	e_321	1	nominator
u_-1	e_343	1	nominator
u_-1	e_430	1	nominator
u_-1	e_446	1	nominator
u_-1	e_460	1	nominator
u_-1	e_492	1	nominator
u_-1	e_499	1	nominator
u_-1	e_504	1	nominator
u_-1	e_521	1	nominator
u_-1	e_543	1	nominator
u_-1	e_553	1	nominator
u_-1	e_570	1	nominator
u_-1	e_585	1	nominator
u_-1	e_588	1	nominator
u_-1	e_589	1	nominator
u_-1	e_592	1	nominator
u_-1	e_595	1	nominator
u_-1	e_602	1	nominator
u_-1	e_616	1	nominator
u_-1	e_618	1	nominator
u_-1	e_627	1	nominator
u_-1	e_628	1	nominator
u_-1	e_641	1	nominator
u_-1	e_642	1	nominator
u_-1	e_643	1	nominator
u_-1	e_645	1	nominator
u_-1	e_649	1	nominator
u_-1	e_656	1	nominator
u_-1	e_682	1	nominator
u_-1	e_686	1	nominator
u_-1	e_689	1	nominator
u_-1	e_693	1	nominator
u_-1	e_700	1	nominator
u_-1	e_717	1	nominator
u_-1	e_751	1	nominator
u_-1	e_767	1	nominator
u_-1	e_776	1	nominator
u_-1	e_780	1	nominator
u_-1	e_784	1	nominator
u_-1	e_788	1	nominator
u_-1	e_789	1	nominator
u_-1	e_801	1	nominator
u_-1	e_812	1	nominator
u_-1	e_816	1	nominator
u_-1	e_817	1	nominator
u_-1	e_830	1	nominator
u_-1	e_833	1	nominator
u_-1	e_839	1	nominator
u_-1	e_841	1	nominator
u_-1	e_851	1	nominator
u_-1	e_856	1	nominator
u_-1	e_862	1	nominator
u_-1	e_863	1	nominator
u_-1	e_865	1	nominator
u_-1	e_874	1	nominator
u_-1	e_917	1	nominator
u_-1	e_935	1	nominator
u_-1	e_938	1	nominator
u_-1	e_974	1	nominator
u_-1	e_990	1	nominator
u_-1	e_992	1	nominator
u_-1	e_993	1	nominator
u_-1	e_1005	1	nominator
u_-1	e_1006	1	nominator
u_-1	e_1007	1	nominator
u_-1	e_1009	1	nominator
u_-1	e_1013	1	nominator
u_-1	e_1020	1	nominator
u_-1	e_1049	1	nominator
u_-1	e_1067	1	nominator
u_-1	e_1076	1	nominator
u_-1	e_1086	1	nominator
u_-1	e_1097	1	nominator
u_-1	e_1102	1	nominator
u_-1	e_1104	1	nominator
u_-1	e_1117	1	nominator
u_-1	e_1122	1	nominator
u_-1	e_1124	1	nominator
u_-1	e_1132	1	nominator
u_-1	e_1148	1	nominator
u_-1	e_1160	1	nominator
u_-1	e_1162	1	nominator
u_-1	e_1170	1	nominator
u_-1	e_1177	1	nominator
u_-1	e_1184	1	nominator
u_-1	e_1205	1	nominator
u_-1	e_1208	1	nominator
u_-1	e_1214	1	nominator
u_-1	e_1217	1	nominator
u_-1	e_1234	1	nominator
u_-1	e_1240	1	nominator
u_-1	e_1247	1	nominator
u_-1	e_1263	1	nominator
u_-1	e_1275	1	nominator
u_-1	e_1276	1	nominator
u_-1	e_1278	1	nominator
