node_id	x1	x2	x3
u_284	1	0	0
e_38	0	1	0
e_39	0	1	0
u_286	0	1	0
u_285	1	0	0
e_40	0	1	0
u_287	1	0	0
u_288	1	0	0
u_289	0	1	0
e_41	1	0	0
u_299	0	1	0
u_291	0	1	0
u_294	0	1	0
u_292	0	1	0
u_293	0	1	0
u_295	0	0	1
u_296	0	0	1
u_297	0	0	1
u_290	0	0	1
u_298	0	0	1
e_42	0	1	0
u_300	1	0	0
e_43	1	0	0
u_301	0	1	0
e_44	1	0	0
e_45	1	0	0
u_302	0	0	1
u_303	0	0	1
e_46	0	0	1
u_322	1	0	0
u_304	0	0	1
u_306	0	1	0
u_307	1	0	0
u_308	1	0	0
u_320	0	0	1
u_309	0	1	0
u_310	0	0	1
u_311	0	0	1
u_321	1	0	0
u_312	1	0	0
u_313	0	0	1
u_314	1	0	0
u_315	1	0	0
u_316	1	0	0
u_305	0	0	1
u_317	1	0	0
u_318	0	0	1
u_319	1	0	0
e_47	0	1	0
u_332	1	0	0
u_329	0	0	1
u_330	1	0	0
u_323	0	0	1
u_324	0	0	1
u_326	1	0	0
u_331	0	0	1
u_327	1	0	0
u_251	0	1	0
u_328	0	0	1
e_48	0	0	1
u_333	0	0	1
u_335	0	0	1
e_49	0	1	0
u_336	0	1	0
u_325	1	0	0
u_337	0	0	1
u_338	0	0	1
u_339	0	1	0
u_340	1	0	0
u_341	0	1	0
u_342	0	1	0
u_343	1	0	0
u_344	0	0	1
e_50	0	0	1
u_348	0	1	0
u_345	0	1	0
u_346	0	1	0
e_51	1	0	0
u_349	1	0	0
e_52	0	1	0
u_356	0	0	1
u_350	0	0	1
u_351	1	0	0
u_355	1	0	0
u_352	0	0	1
u_353	1	0	0
e_53	0	0	1
u_358	0	1	0
u_357	1	0	0
u_193	0	1	0
e_54	1	0	0
u_359	1	0	0
e_55	0	1	0
e_56	0	1	0
e_57	1	0	0
u_363	0	1	0
u_362	0	0	1
e_58	0	0	1
u_370	0	1	0
u_364	0	0	1
u_365	0	0	1
u_366	0	0	1
u_369	1	0	0
u_367	0	0	1
u_368	0	0	1
e_59	0	1	0
e_60	0	0	1
u_373	1	0	0
u_371	1	0	0
u_372	0	1	0
e_61	1	0	0
u_377	1	0	0
u_374	0	0	1
u_375	0	0	1
u_376	1	0	0
e_62	0	1	0
u_378	0	1	0
e_63	0	0	1
u_379	1	0	0
e_64	0	0	1
u_386	0	1	0
u_381	1	0	0
u_388	0	0	1
u_382	0	0	1
u_387	0	1	0
u_383	0	0	1
u_384	0	1	0
e_65	0	1	0
u_389	1	0	0
e_66	1	0	0
u_390	0	0	1
e_67	0	1	0
u_391	0	1	0
e_68	1	0	0
u_392	1	0	0
e_69	0	1	0
u_394	1	0	0
u_393	0	0	1
e_70	0	1	0
u_396	1	0	0
u_395	0	0	1
e_71	0	1	0
u_402	0	0	1
u_397	0	0	1
u_398	0	1	0
u_399	0	0	1
u_400	1	0	0
u_401	1	0	0
u_403	1	0	0
u_404	0	0	1
u_405	1	0	0
u_406	0	0	1
u_407	1	0	0
u_408	0	1	0
u_409	0	0	1
u_410	0	0	1
u_411	1	0	0
u_413	0	1	0
e_72	1	0	0
u_415	1	0	0
u_414	0	1	0
e_73	0	1	0
u_416	1	0	0
u_417	0	1	0
e_74	1	0	0
u_418	0	0	1
e_75	1	0	0
u_419	0	0	1
e_76	1	0	0
u_421	0	1	0
e_77	0	0	1
u_422	0	1	0
e_78	0	0	1
u_427	0	0	1
u_423	1	0	0
u_424	1	0	0
u_425	1	0	0
u_426	1	0	0
e_79	0	1	0
u_428	1	0	0
u_429	1	0	0
e_80	0	0	1
u_431	0	1	0
u_430	0	1	0
e_81	0	0	1
u_433	0	0	1
u_432	1	0	0
e_82	0	1	0
u_435	1	0	0
u_434	0	0	1
e_83	1	0	0
e_84	0	1	0
u_436	1	0	0
u_437	0	1	0
e_85	1	0	0
u_438	1	0	0
u_412	0	1	0
u_439	0	1	0
u_440	0	1	0
u_441	1	0	0
e_86	1	0	0
u_8282	1	0	0
e_87	0	0	1
u_443	1	0	0
u_447	0	1	0
u_444	0	1	0
u_451	0	1	0
u_448	1	0	0
u_449	0	1	0
u_446	0	1	0
u_450	0	0	1
e_88	0	0	1
u_453	0	1	0
u_454	0	0	1
u_455	0	0	1
u_456	0	1	0
u_457	1	0	0
u_458	1	0	0
e_89	0	1	0
u_460	1	0	0
u_461	0	0	1
u_462	0	1	0
u_463	1	0	0
e_90	1	0	0
u_8283	0	0	1
u_465	0	1	0
e_91	0	1	0
u_469	0	0	1
u_467	0	1	0
u_468	0	1	0
e_92	0	0	1
u_164	0	0	1
e_93	1	0	0
u_8284	0	1	0
u_472	0	0	1
u_473	1	0	0
e_94	0	1	0
u_477	1	0	0
u_476	0	0	1
u_482	0	1	0
u_479	1	0	0
u_480	0	0	1
u_481	0	0	1
e_95	0	0	1
u_8285	0	0	1
e_96	0	0	1
u_1092	0	0	1
e_97	0	0	1
u_8286	1	0	0
u_486	0	1	0
e_98	0	1	0
u_488	1	0	0
u_489	0	0	1
u_490	0	1	0
e_99	0	0	1
u_495	0	1	0
u_492	0	0	1
u_493	1	0	0
u_494	0	0	1
e_100	0	1	0
u_497	0	0	1
u_498	0	1	0
u_499	0	0	1
e_101	0	1	0
u_501	0	1	0
u_502	0	1	0
e_102	0	0	1
u_504	0	1	0
e_103	0	0	1
u_506	1	0	0
u_507	1	0	0
e_104	0	1	0
u_514	0	0	1
u_513	0	1	0
u_512	0	0	1
u_511	0	0	1
u_509	1	0	0
e_105	0	0	1
u_515	0	0	1
e_106	0	1	0
u_517	0	1	0
u_516	0	0	1
e_107	1	0	0
u_524	0	1	0
u_519	0	1	0
u_520	1	0	0
u_525	0	1	0
u_521	0	0	1
u_522	0	0	1
u_523	0	0	1
u_445	0	1	0
e_108	0	1	0
u_8287	0	1	0
u_527	0	1	0
u_528	0	0	1
u_531	1	0	0
u_530	0	0	1
u_529	0	1	0
u_532	0	0	1
e_109	1	0	0
u_534	0	0	1
e_110	1	0	0
u_536	0	1	0
e_111	0	0	1
u_538	0	0	1
e_112	0	0	1
u_539	0	0	1
u_540	0	1	0
u_541	1	0	0
u_542	1	0	0
e_113	0	0	1
u_543	0	1	0
u_544	1	0	0
u_545	1	0	0
u_546	1	0	0
u_551	1	0	0
u_547	1	0	0
u_548	1	0	0
u_549	0	1	0
u_550	0	0	1
e_114	1	0	0
u_552	0	1	0
e_115	0	1	0
u_560	0	0	1
u_553	0	0	1
u_554	1	0	0
u_555	0	0	1
u_556	0	0	1
u_557	0	1	0
u_558	0	1	0
u_559	0	1	0
e_116	1	0	0
u_561	1	0	0
e_117	0	0	1
e_118	0	0	1
u_562	1	0	0
u_563	1	0	0
u_565	0	1	0
u_564	1	0	0
e_119	1	0	0
u_566	0	0	1
e_120	0	0	1
u_567	0	1	0
u_568	1	0	0
u_569	0	0	1
u_570	1	0	0
u_571	1	0	0
u_572	0	1	0
u_573	1	0	0
u_574	0	1	0
e_121	0	0	1
u_575	0	0	1
u_579	0	0	1
u_576	0	0	1
u_577	0	1	0
u_578	0	1	0
e_122	0	0	1
u_580	0	0	1
e_123	0	0	1
u_581	0	1	0
e_124	0	0	1
u_583	0	1	0
u_582	1	0	0
e_125	0	0	1
e_126	0	1	0
u_584	0	1	0
u_585	0	1	0
e_127	1	0	0
e_128	0	0	1
u_586	0	1	0
e_129	0	0	1
u_589	0	1	0
u_587	0	0	1
u_588	1	0	0
e_130	0	1	0
e_131	0	1	0
u_590	1	0	0
e_132	0	0	1
u_592	0	1	0
u_591	1	0	0
e_133	0	1	0
u_595	0	1	0
u_593	0	1	0
u_596	0	0	1
u_594	1	0	0
e_134	1	0	0
u_597	1	0	0
u_598	1	0	0
u_599	0	1	0
e_135	0	0	1
u_601	1	0	0
u_600	0	0	1
e_136	1	0	0
u_604	1	0	0
u_602	0	1	0
e_137	0	1	0
e_138	0	1	0
u_605	0	0	1
u_606	0	1	0
e_139	0	1	0
u_607	1	0	0
e_140	1	0	0
e_141	0	1	0
u_609	0	1	0
u_608	0	0	1
e_142	0	0	1
u_611	1	0	0
u_610	0	0	1
e_143	0	1	0
u_613	0	1	0
u_612	1	0	0
e_144	0	1	0
u_616	0	1	0
u_614	0	1	0
u_615	0	1	0
e_145	0	0	1
u_617	0	0	1
e_146	0	0	1
u_619	0	0	1
u_618	0	0	1
e_147	1	0	0
u_622	0	1	0
u_620	1	0	0
u_621	0	1	0
e_148	0	1	0
e_149	0	1	0
u_624	1	0	0
u_625	0	1	0
e_150	0	1	0
u_627	0	0	1
u_626	0	0	1
e_151	0	1	0
u_628	0	0	1
u_630	1	0	0
u_629	0	1	0
e_152	1	0	0
u_631	0	0	1
e_153	0	0	1
e_154	1	0	0
u_632	0	1	0
u_633	0	0	1
u_634	0	0	1
u_646	0	0	1
u_635	1	0	0
u_636	1	0	0
u_647	0	0	1
u_637	0	1	0
u_638	1	0	0
u_640	0	1	0
u_641	1	0	0
u_642	1	0	0
u_648	0	1	0
u_643	0	1	0
u_644	0	1	0
u_645	1	0	0
u_649	0	1	0
e_155	0	1	0
e_156	0	1	0
e_157	0	1	0
u_650	0	1	0
e_158	0	1	0
u_656	0	1	0
u_651	1	0	0
u_655	0	1	0
u_652	1	0	0
u_653	0	0	1
u_654	0	0	1
e_159	1	0	0
u_657	0	1	0
e_160	1	0	0
u_658	0	0	1
e_161	1	0	0
u_659	0	0	1
e_162	1	0	0
u_661	1	0	0
u_662	1	0	0
e_163	1	0	0
u_664	1	0	0
u_663	0	0	1
e_164	1	0	0
u_667	1	0	0
u_665	1	0	0
u_666	0	1	0
e_165	0	0	1
u_668	1	0	0
u_639	0	0	1
e_166	1	0	0
u_670	0	1	0
u_669	0	0	1
e_167	0	1	0
u_673	0	1	0
u_672	1	0	0
e_168	0	0	1
u_675	0	0	1
u_674	0	0	1
e_169	0	0	1
u_677	1	0	0
u_676	1	0	0
e_170	0	1	0
u_681	1	0	0
u_678	0	0	1
e_171	1	0	0
u_684	0	1	0
u_683	0	0	1
u_682	0	0	1
e_172	0	1	0
u_685	0	1	0
e_173	0	0	1
u_687	1	0	0
u_686	1	0	0
e_174	0	0	1
u_688	0	0	1
u_689	0	0	1
u_690	1	0	0
e_175	1	0	0
u_691	0	0	1
u_692	0	1	0
e_176	0	0	1
u_694	0	0	1
u_693	1	0	0
e_177	0	0	1
u_695	1	0	0
e_178	0	1	0
u_697	0	0	1
u_699	0	1	0
e_179	0	0	1
e_180	0	1	0
u_700	1	0	0
e_181	0	0	1
u_702	0	0	1
u_701	0	1	0
e_182	1	0	0
u_714	0	1	0
u_703	0	1	0
u_704	1	0	0
u_705	0	1	0
u_706	0	1	0
u_707	0	0	1
u_708	0	1	0
u_709	0	0	1
u_710	1	0	0
u_696	0	1	0
u_711	1	0	0
u_712	0	0	1
u_713	0	0	1
e_183	0	0	1
u_715	0	1	0
u_716	0	0	1
u_717	0	0	1
u_718	0	1	0
u_719	0	1	0
u_720	0	1	0
u_721	0	0	1
e_184	0	0	1
u_722	0	1	0
u_723	0	1	0
e_185	1	0	0
u_725	1	0	0
u_724	0	1	0
e_186	0	1	0
u_739	1	0	0
u_740	0	1	0
u_726	0	0	1
u_727	0	0	1
u_728	0	0	1
u_729	0	1	0
u_730	0	1	0
u_731	1	0	0
u_732	0	1	0
u_733	0	1	0
u_737	1	0	0
u_738	0	1	0
u_734	1	0	0
u_735	0	1	0
e_187	0	1	0
u_741	0	1	0
e_188	0	1	0
u_742	0	0	1
e_189	0	0	1
u_743	0	1	0
e_190	0	0	1
u_746	1	0	0
u_747	0	0	1
u_744	1	0	0
u_745	1	0	0
e_191	1	0	0
u_748	0	0	1
e_192	0	1	0
u_750	0	1	0
u_749	0	0	1
e_193	1	0	0
u_756	0	0	1
u_751	0	1	0
u_754	0	0	1
u_752	0	0	1
u_753	0	1	0
u_755	0	1	0
e_194	1	0	0
e_195	1	0	0
u_760	0	1	0
u_758	1	0	0
u_759	0	1	0
e_196	0	0	1
u_761	1	0	0
e_197	0	1	0
u_765	0	0	1
u_763	0	0	1
u_764	0	1	0
e_198	0	1	0
u_766	0	0	1
e_199	0	0	1
u_762	0	1	0
u_767	0	1	0
u_768	0	0	1
u_769	0	0	1
u_770	0	1	0
u_771	0	1	0
u_772	0	0	1
e_200	0	1	0
u_773	0	1	0
u_774	0	1	0
u_736	0	1	0
u_775	1	0	0
u_776	1	0	0
e_201	0	0	1
e_202	1	0	0
u_778	0	1	0
e_203	1	0	0
u_779	0	0	1
e_204	0	0	1
u_786	0	0	1
u_788	1	0	0
u_790	1	0	0
u_780	1	0	0
u_781	0	0	1
u_782	0	1	0
u_783	0	1	0
u_784	0	0	1
u_789	0	0	1
u_785	0	0	1
e_205	0	0	1
u_793	0	1	0
u_792	1	0	0
u_791	1	0	0
e_206	0	1	0
u_794	1	0	0
u_795	0	1	0
e_207	1	0	0
u_798	0	1	0
u_796	1	0	0
u_797	0	0	1
e_208	0	0	1
e_209	1	0	0
u_802	0	1	0
u_799	1	0	0
u_800	1	0	0
u_801	0	0	1
e_210	0	1	0
u_803	0	0	1
e_211	1	0	0
u_804	0	0	1
u_805	0	1	0
e_212	1	0	0
u_806	1	0	0
u_807	0	0	1
e_213	0	1	0
u_808	0	1	0
e_214	0	1	0
u_817	0	1	0
u_810	0	1	0
u_811	1	0	0
u_812	1	0	0
u_813	0	1	0
u_814	0	1	0
u_815	1	0	0
u_816	1	0	0
e_215	0	1	0
u_822	0	1	0
u_819	1	0	0
u_820	0	0	1
u_821	0	0	1
u_334	0	0	1
u_818	1	0	0
e_216	1	0	0
u_823	1	0	0
u_824	0	0	1
e_217	0	1	0
e_218	1	0	0
u_826	1	0	0
u_825	1	0	0
u_827	0	0	1
e_219	0	1	0
u_829	0	0	1
u_830	0	0	1
u_832	0	0	1
u_831	1	0	0
u_835	0	0	1
e_220	0	1	0
u_836	0	1	0
e_221	0	1	0
u_839	0	1	0
u_837	0	0	1
u_838	0	1	0
e_222	0	1	0
u_841	0	0	1
u_840	0	0	1
e_223	1	0	0
u_844	0	0	1
u_842	0	0	1
u_843	1	0	0
e_224	1	0	0
u_849	0	0	1
u_845	1	0	0
u_847	0	1	0
u_848	0	0	1
e_225	1	0	0
u_857	1	0	0
u_851	1	0	0
u_854	1	0	0
u_855	0	0	1
u_856	1	0	0
u_852	1	0	0
u_853	1	0	0
e_226	0	1	0
u_859	0	1	0
u_860	0	0	1
u_861	0	0	1
e_227	0	1	0
u_862	0	1	0
u_863	1	0	0
e_228	1	0	0
u_864	0	1	0
e_229	0	0	1
u_866	0	1	0
u_865	0	0	1
e_230	0	1	0
u_777	1	0	0
e_231	0	0	1
u_868	1	0	0
u_867	0	1	0
e_232	0	0	1
e_233	0	0	1
u_869	0	0	1
u_870	1	0	0
e_234	0	1	0
u_875	1	0	0
u_871	0	0	1
u_872	1	0	0
u_873	0	0	1
u_874	1	0	0
e_235	0	1	0
u_878	1	0	0
u_876	1	0	0
u_877	1	0	0
e_236	1	0	0
u_881	0	1	0
u_879	0	0	1
u_880	0	0	1
e_237	0	0	1
e_238	0	1	0
u_882	0	1	0
e_239	1	0	0
u_883	0	1	0
e_240	0	0	1
e_241	0	1	0
u_885	0	0	1
e_242	0	1	0
u_886	0	1	0
e_243	0	0	1
u_887	0	0	1
u_888	0	1	0
u_889	0	1	0
u_890	1	0	0
u_891	0	0	1
e_244	1	0	0
u_893	0	1	0
u_892	0	0	1
e_245	0	1	0
u_895	0	0	1
e_246	0	1	0
e_247	1	0	0
u_897	1	0	0
u_899	1	0	0
u_896	0	0	1
u_898	0	0	1
e_248	0	0	1
u_900	1	0	0
e_249	0	0	1
u_902	0	1	0
e_250	0	0	1
u_904	1	0	0
u_903	1	0	0
e_251	0	1	0
u_906	0	0	1
u_905	0	0	1
e_252	0	1	0
u_907	0	1	0
e_253	1	0	0
u_908	0	0	1
u_909	0	1	0
u_910	0	0	1
u_911	0	1	0
u_912	1	0	0
u_913	0	1	0
u_914	0	1	0
e_254	0	1	0
u_923	0	1	0
u_915	0	1	0
u_916	0	0	1
u_917	1	0	0
u_918	1	0	0
u_919	0	1	0
u_926	0	1	0
u_920	0	0	1
u_921	0	1	0
u_924	0	1	0
u_787	0	0	1
e_255	0	1	0
u_929	0	0	1
u_927	1	0	0
u_928	0	1	0
e_256	1	0	0
u_930	0	1	0
e_257	0	1	0
e_258	0	1	0
u_932	1	0	0
u_931	0	1	0
e_259	0	0	1
u_934	1	0	0
u_933	0	0	1
e_260	0	0	1
u_936	0	1	0
u_935	0	1	0
e_261	1	0	0
u_938	1	0	0
u_937	0	0	1
e_262	0	1	0
u_940	0	0	1
u_941	0	1	0
e_263	0	0	1
u_942	0	1	0
e_264	1	0	0
u_945	1	0	0
u_943	0	1	0
u_944	0	0	1
e_265	1	0	0
u_946	0	1	0
u_947	0	1	0
u_948	0	0	1
u_949	0	1	0
e_266	1	0	0
u_950	1	0	0
u_951	0	0	1
u_952	0	0	1
e_267	1	0	0
u_8288	0	0	1
e_268	1	0	0
u_955	0	1	0
u_954	0	0	1
e_269	1	0	0
u_958	0	0	1
u_956	0	1	0
u_957	1	0	0
e_270	1	0	0
u_959	1	0	0
u_960	0	1	0
e_271	1	0	0
e_272	0	0	1
u_966	1	0	0
u_961	0	1	0
u_965	0	0	1
u_962	0	1	0
u_963	0	0	1
u_964	0	0	1
e_273	0	1	0
u_972	0	1	0
u_967	0	1	0
u_968	0	1	0
u_969	1	0	0
u_970	0	1	0
u_971	0	0	1
e_274	1	0	0
u_977	0	1	0
u_973	1	0	0
u_974	0	0	1
u_975	0	0	1
u_976	0	0	1
e_275	1	0	0
u_979	1	0	0
u_980	0	1	0
u_978	0	1	0
e_276	0	1	0
u_981	0	0	1
e_277	0	1	0
u_982	1	0	0
e_278	0	1	0
u_983	0	0	1
e_279	0	1	0
u_984	0	0	1
u_985	0	0	1
u_986	0	0	1
e_280	0	1	0
e_281	1	0	0
u_989	0	1	0
u_988	0	0	1
u_987	0	1	0
e_282	0	1	0
e_283	0	1	0
u_991	0	0	1
u_990	0	0	1
e_284	0	1	0
u_992	0	1	0
e_285	0	1	0
u_995	1	0	0
u_993	0	0	1
u_994	1	0	0
e_286	0	0	1
u_997	0	1	0
u_996	1	0	0
e_287	0	1	0
u_998	1	0	0
u_1005	0	1	0
u_999	0	0	1
u_1000	0	1	0
u_1006	0	0	1
u_1001	0	1	0
u_1002	0	1	0
u_1003	0	0	1
u_1004	0	0	1
e_288	1	0	0
u_1007	0	1	0
e_289	1	0	0
u_1010	1	0	0
u_1008	0	0	1
e_290	0	0	1
e_291	0	1	0
u_1011	1	0	0
u_1012	0	1	0
e_292	1	0	0
u_1014	0	0	1
u_1013	0	1	0
e_293	1	0	0
u_1016	0	0	1
u_1017	1	0	0
u_1018	0	1	0
u_1019	0	0	1
e_294	1	0	0
u_1020	1	0	0
e_295	0	1	0
u_1026	0	1	0
u_1009	0	1	0
u_1021	0	0	1
u_1022	0	0	1
u_1023	0	1	0
u_1024	0	0	1
u_1025	1	0	0
e_296	0	1	0
u_1027	0	0	1
e_297	0	0	1
u_1030	0	1	0
u_1028	0	1	0
u_1029	0	0	1
e_298	0	0	1
e_299	0	1	0
u_1031	0	0	1
u_1032	1	0	0
u_1033	0	0	1
u_1034	1	0	0
e_300	1	0	0
u_1035	0	0	1
e_301	0	0	1
u_8289	0	1	0
e_302	1	0	0
u_1039	0	0	1
u_1037	1	0	0
u_1038	0	1	0
e_303	1	0	0
u_1040	0	0	1
u_1041	0	0	1
e_304	1	0	0
u_1042	0	1	0
u_1043	1	0	0
u_1044	0	0	1
u_1045	0	1	0
u_1046	1	0	0
u_1047	1	0	0
u_1048	0	1	0
u_1049	1	0	0
e_305	0	1	0
u_1053	0	1	0
u_1050	0	1	0
u_1052	0	1	0
u_1051	1	0	0
e_306	1	0	0
u_1055	0	0	1
e_307	0	1	0
u_1058	0	0	1
u_1059	0	0	1
u_1060	1	0	0
e_308	1	0	0
u_1061	1	0	0
e_309	1	0	0
u_1062	0	0	1
e_310	0	1	0
e_311	0	0	1
u_1063	0	0	1
u_1064	1	0	0
u_1068	0	1	0
u_1067	0	0	1
u_1065	1	0	0
u_1066	1	0	0
e_312	0	1	0
u_1070	0	0	1
u_1071	0	1	0
u_1072	0	1	0
e_313	0	1	0
u_1074	0	0	1
u_1075	1	0	0
e_314	0	1	0
u_1077	0	1	0
e_315	0	0	1
u_1084	0	0	1
u_1078	1	0	0
u_1079	1	0	0
u_1080	0	1	0
u_1081	0	1	0
u_1082	0	0	1
u_1083	0	1	0
e_316	0	0	1
u_1085	0	1	0
u_1086	0	0	1
u_1089	0	1	0
u_1090	0	1	0
u_1087	0	1	0
u_1088	1	0	0
e_317	0	1	0
u_1093	0	1	0
u_1094	1	0	0
u_1095	1	0	0
u_1096	0	1	0
u_1097	0	0	1
u_1098	0	1	0
u_1103	0	0	1
u_1099	0	1	0
u_1104	0	0	1
u_1100	0	1	0
u_1105	1	0	0
u_1106	0	0	1
u_1101	0	1	0
u_1107	0	1	0
u_1108	1	0	0
u_1109	0	0	1
u_1110	0	0	1
u_1111	0	0	1
u_1112	1	0	0
u_1113	0	0	1
u_1102	0	0	1
e_318	0	1	0
u_1114	0	1	0
e_319	1	0	0
u_1432	0	0	1
u_1115	0	1	0
e_320	1	0	0
e_321	0	0	1
u_1123	1	0	0
u_1120	0	0	1
e_322	0	1	0
u_1124	0	0	1
u_1125	0	0	1
u_1126	0	0	1
e_323	0	0	1
e_324	1	0	0
u_1128	0	0	1
u_1127	1	0	0
e_325	0	0	1
